family,site,feature,value_index,value_label,family_freq_prob,mps_prob,disparity
r2l,1,protocol_type,1,tcp,0.81190995,0.79548469,0.03721624
r2l,1,protocol_type,2,udp,0.18663762,0.18445475,0.03721624
r2l,1,protocol_type,3,UNKNOWN,0.00000000,0.00000000,0.03721624
r2l,2,service,0,IRC,0.00036311,0.00285048,1.72795550
r2l,2,service,1,X11,0.00363108,0.00121278,1.72795550
r2l,2,service,2,auth,0.00145243,0.00348522,1.72795550
r2l,2,service,3,domain,0.00217865,0.00050482,1.72795550
r2l,2,service,4,domain_u,0.00000000,0.13368841,1.72795550
r2l,2,service,5,eco_i,0.00000000,0.00776221,1.72795550
r2l,2,service,6,ecr_i,0.00000000,0.00294903,1.72795550
r2l,2,service,7,finger,0.00000000,0.00886950,1.72795550
r2l,2,service,8,ftp,0.21786492,0.01233381,1.72795550
r2l,2,service,9,ftp_data,0.16448802,0.07481969,1.72795550
r2l,2,service,10,http,0.00072622,0.56039381,1.72795550
r2l,2,service,11,imap4,0.00036311,0.00005566,1.72795550
r2l,2,service,12,ntp_u,0.00000000,0.00225708,1.72795550
r2l,2,service,13,other,0.00653595,0.03800251,1.72795550
r2l,2,service,14,pop_3,0.27233115,0.00288154,1.72795550
r2l,2,service,15,private,0.18082789,0.01594998,1.72795550
r2l,2,service,16,red_i,0.00000000,0.00011395,1.72795550
r2l,2,service,17,shell,0.00000000,0.00005846,1.72795550
r2l,2,service,18,smtp,0.00217865,0.10553244,1.72795550
r2l,2,service,19,ssh,0.00000000,0.00005053,1.72795550
r2l,2,service,20,telnet,0.14524328,0.01555518,1.72795550
r2l,2,service,21,tftp_u,0.00000000,0.00006926,1.72795550
r2l,2,service,22,tim_i,0.00000000,0.00005252,1.72795550
r2l,2,service,23,time,0.00000000,0.00136827,1.72795550
r2l,2,service,24,urh_i,0.00000000,0.00009176,1.72795550
r2l,2,service,25,urp_i,0.00145243,0.00909109,1.72795550
r2l,2,service,26,UNKNOWN,0.00036311,0.00000000,1.72795550
r2l,3,flag,0,OTH,0.00000000,0.00011370,0.10327311
r2l,3,flag,1,REJ,0.00108932,0.03901132,0.10327311
r2l,3,flag,2,RSTO,0.01016703,0.00326960,0.10327311
r2l,3,flag,3,RSTR,0.00072622,0.00214389,0.10327311
r2l,3,flag,4,S0,0.00000000,0.00538261,0.10327311
r2l,3,flag,5,S1,0.00181554,0.00650897,0.10327311
r2l,3,flag,6,S2,0.00000000,0.00207469,0.10327311
r2l,3,flag,7,S3,0.00145243,0.00081705,0.10327311
r2l,3,flag,8,SF,0.98474946,0.94064572,0.10327311
r2l,3,flag,9,SH,0.00000000,0.00003246,0.10327311
r2l,3,flag,10,UNKNOWN,0.00000000,0.00000000,0.10327311
r2l,4,src_bytes,0,[-inf;129),0.71604938,0.25267733,0.92674410
r2l,4,src_bytes,1,[129;233),0.18845316,0.25069135,0.92674410
r2l,4,src_bytes,2,[233;324),0.00036311,0.24905160,0.92674410
r2l,4,src_bytes,3,[324;+inf),0.09513435,0.24757972,0.92674410
r2l,5,dst_bytes,0,[-inf;105),0.56136529,0.26871615,0.59938755
r2l,5,dst_bytes,1,[105;379),0.24037763,0.23333300,0.59938755
r2l,5,dst_bytes,2,[379;2.06e+03),0.18482208,0.24460505,0.59938755
r2l,5,dst_bytes,3,[2.06e+03;+inf),0.01343500,0.25334580,0.59938755
r2l,6,land,0,0 (normal),1.00000000,0.99992877,0.00014246
r2l,6,land,1,different,0.00000000,0.00007123,0.00014246
r2l,7,wrong_fragment,0,0 (normal),1.00000000,1.00000000,0.00000000
r2l,7,wrong_fragment,1,different,0.00000000,0.00000000,0.00000000
r2l,8,urgent,0,0 (normal),0.99963689,0.99984869,0.00042360
r2l,8,urgent,1,different,0.00036311,0.00015131,0.00042360
r2l,9,hot,0,0 (normal),0.80392157,0.98312136,0.35839958
r2l,9,hot,1,different,0.19607843,0.01687864,0.35839958
r2l,10,num_failed_logins,0,0 (normal),0.82933914,0.99881718,0.33895607
r2l,10,num_failed_logins,1,different,0.17066086,0.00118282,0.33895607
r2l,11,logged_in,0,0,0.53267974,0.28872042,0.48791863
r2l,11,logged_in,1,1,0.46732026,0.71127958,0.48791863
r2l,11,logged_in,2,OTHER,0.00000000,0.00000000,0.48791863
r2l,12,num_compromised,0,0 (normal),0.99854757,0.99341555,0.01026404
r2l,12,num_compromised,1,different,0.00145243,0.00658445,0.01026404
r2l,13,root_shell,0,0 (normal),0.99709513,0.99764278,0.00109530
r2l,13,root_shell,1,different,0.00290487,0.00235722,0.00109530
r2l,14,su_attempted,0,0 (normal),1.00000000,0.99848921,0.00302158
r2l,14,su_attempted,1,different,0.00000000,0.00151079,0.00302158
r2l,15,num_root,0,0 (normal),0.99382716,0.99078568,0.00608296
r2l,15,num_root,1,different,0.00617284,0.00921432,0.00608296
r2l,16,num_file_creations,0,0 (normal),0.99782135,0.99618878,0.00326514
r2l,16,num_file_creations,1,different,0.00217865,0.00381122,0.00326514
r2l,17,num_shells,0,0 (normal),0.99927378,0.99958666,0.00062575
r2l,17,num_shells,1,different,0.00072622,0.00041334,0.00062575
r2l,18,num_access_files,0,0 (normal),0.99600581,0.99435119,0.00330925
r2l,18,num_access_files,1,different,0.00399419,0.00564881,0.00330925
r2l,19,is_host_login,0,0 (normal),0.99745824,0.99999422,0.00507195
r2l,19,is_host_login,1,different,0.00254176,0.00000578,0.00507195
r2l,20,is_guest_login,0,0 (normal),0.78322440,0.98839918,0.41034955
r2l,20,is_guest_login,1,different,0.21677560,0.01160082,0.41034955
r2l,21,count,0,[-inf;1),0.72912128,0.31254287,0.90314083
r2l,21,count,1,[1;4),0.24473493,0.20974292,0.90314083
r2l,21,count,2,[4;14),0.02432825,0.24730050,0.90314083
r2l,21,count,3,[14;+inf),0.00181554,0.23041371,0.90314083
r2l,22,srv_count,0,[-inf;2),0.90087146,0.37283893,1.05606507
r2l,22,srv_count,1,[2;5),0.09295570,0.13670224,1.05606507
r2l,22,srv_count,2,[5;18),0.00472041,0.25396186,1.05606507
r2l,22,srv_count,3,[18;+inf),0.00145243,0.23649698,1.05606507
r2l,23,serror_rate,0,0 (normal),0.99636892,0.96456147,0.06361490
r2l,23,serror_rate,1,different,0.00363108,0.03543853,0.06361490
r2l,24,srv_serror_rate,0,0 (normal),0.99673203,0.96283880,0.06778645
r2l,24,srv_serror_rate,1,different,0.00326797,0.03716120,0.06778645
r2l,25,rerror_rate,0,0 (normal),0.98293391,0.95346046,0.05894691
r2l,25,rerror_rate,1,different,0.01706609,0.04653954,0.05894691
r2l,26,srv_rerror_rate,0,[-inf;0),0.98692810,0.94736997,0.07911626
r2l,26,srv_rerror_rate,1,[0;+inf),0.01307190,0.05263003,0.07911626
r2l,27,same_srv_rate,0,[-inf;1),1.00000000,1.00000000,0.00000000
r2l,27,same_srv_rate,1,[1;+inf),0.00000000,0.00000000,0.00000000
r2l,28,diff_srv_rate,0,[-inf;0),0.96695715,0.93273452,0.06844526
r2l,28,diff_srv_rate,1,[0;+inf),0.03304285,0.06726548,0.06844526
r2l,29,srv_diff_host_rate,0,[-inf;0.11),0.99092229,0.75084988,0.48014482
r2l,29,srv_diff_host_rate,1,[0.11;+inf),0.00907771,0.24915012,0.48014482
r2l,30,dst_host_count,0,[-inf;40),0.20406681,0.25004872,0.39600086
r2l,30,dst_host_count,1,[40;156),0.09513435,0.24715288,0.39600086
r2l,30,dst_host_count,2,[156;+inf),0.70079884,0.50279841,0.39600086
r2l,31,dst_host_srv_count,0,[-inf;121),0.52432825,0.25374521,0.54116609
r2l,31,dst_host_srv_count,1,[121;+inf),0.47567175,0.74625479,0.54116609
r2l,32,dst_host_same_srv_rate,0,[-inf;0.75),0.38489470,0.25520847,0.25937246
r2l,32,dst_host_same_srv_rate,1,[0.75;+inf),0.61510530,0.74479153,0.25937246
r2l,33,dst_host_diff_srv_rate,0,[-inf;0.02),0.69571532,0.78171840,0.17200615
r2l,33,dst_host_diff_srv_rate,1,[0.02;+inf),0.30428468,0.21828160,0.17200615
r2l,34,dst_host_same_src_port_rate,0,[-inf;0.01),0.73674655,0.55503900,0.36341510
r2l,34,dst_host_same_src_port_rate,1,[0.01;0.08),0.08133624,0.20802739,0.36341510
r2l,34,dst_host_same_src_port_rate,2,[0.08;+inf),0.18191721,0.23693361,0.36341510
r2l,35,dst_host_srv_diff_host_rate,0,[-inf;0.03),0.86238199,0.79565220,0.13345958
r2l,35,dst_host_srv_diff_host_rate,1,[0.03;+inf),0.13761801,0.20434780,0.13345958
r2l,36,dst_host_serror_rate,0,[-inf;0),0.91430646,0.91052463,0.00756367
r2l,36,dst_host_serror_rate,1,[0;+inf),0.08569354,0.08947537,0.00756367
r2l,37,dst_host_srv_serror_rate,0,[-inf;0),0.95679012,0.91876830,0.07604365
r2l,37,dst_host_srv_serror_rate,1,[0;+inf),0.04320988,0.08123170,0.07604365
r2l,38,dst_host_rerror_rate,0,[-inf;0),0.58061002,0.89480485,0.62838965
r2l,38,dst_host_rerror_rate,1,[0;+inf),0.41938998,0.10519515,0.62838965
r2l,39,dst_host_srv_rerror_rate,0,[-inf;0),0.84241104,0.91252278,0.14022348
r2l,39,dst_host_srv_rerror_rate,1,[0;+inf),0.15758896,0.08747722,0.14022348
u2r,0,duration,0,[-inf;0),0.70000000,0.87968817,0.35937635
u2r,0,duration,1,[0;+inf),0.30000000,0.12031183,0.35937635
u2r,1,protocol_type,0,icmp,0.00000000,0.02006055,0.40903061
u2r,1,protocol_type,1,tcp,1.00000000,0.79548469,0.40903061
u2r,1,protocol_type,2,udp,0.00000000,0.18445475,0.40903061
u2r,1,protocol_type,3,UNKNOWN,0.00000000,0.00000000,0.40903061
u2r,2,service,0,IRC,0.00000000,0.00285048,1.71857763
u2r,2,service,1,X11,0.00000000,0.00121278,1.71857763
u2r,2,service,2,auth,0.00000000,0.00348522,1.71857763
u2r,2,service,3,domain,0.00000000,0.00050482,1.71857763
u2r,2,service,4,domain_u,0.00000000,0.13368841,1.71857763
u2r,2,service,5,eco_i,0.00000000,0.00776221,1.71857763
u2r,2,service,6,ecr_i,0.00000000,0.00294903,1.71857763
u2r,2,service,7,finger,0.00000000,0.00886950,1.71857763
u2r,2,service,8,ftp,0.07000000,0.01233381,1.71857763
u2r,2,service,9,ftp_data,0.08000000,0.07481969,1.71857763
u2r,2,service,10,http,0.00000000,0.56039381,1.71857763
u2r,2,service,11,imap4,0.00000000,0.00005566,1.71857763
u2r,2,service,12,ntp_u,0.00000000,0.00225708,1.71857763
u2r,2,service,13,other,0.65000000,0.03800251,1.71857763
u2r,2,service,14,pop_3,0.00000000,0.00288154,1.71857763
u2r,2,service,15,private,0.00000000,0.01594998,1.71857763
u2r,2,service,16,red_i,0.00000000,0.00011395,1.71857763
u2r,2,service,17,shell,0.00000000,0.00005846,1.71857763
u2r,2,service,18,smtp,0.00000000,0.10553244,1.71857763
u2r,2,service,19,ssh,0.00000000,0.00005053,1.71857763
u2r,2,service,20,telnet,0.20000000,0.01555518,1.71857763
u2r,2,service,21,tftp_u,0.00000000,0.00006926,1.71857763
u2r,2,service,22,tim_i,0.00000000,0.00005252,1.71857763
u2r,2,service,23,time,0.00000000,0.00136827,1.71857763
u2r,2,service,24,urh_i,0.00000000,0.00009176,1.71857763
u2r,2,service,25,urp_i,0.00000000,0.00909109,1.71857763
u2r,2,service,26,UNKNOWN,0.00000000,0.00000000,1.71857763
u2r,3,flag,0,OTH,0.00000000,0.00011370,1.02768957
u2r,3,flag,1,REJ,0.54500000,0.03901132,1.02768957
u2r,3,flag,2,RSTO,0.00000000,0.00326960,1.02768957
u2r,3,flag,3,RSTR,0.01000000,0.00214389,1.02768957
u2r,3,flag,4,S0,0.00000000,0.00538261,1.02768957
u2r,3,flag,5,S1,0.00000000,0.00650897,1.02768957
u2r,3,flag,6,S2,0.00000000,0.00207469,1.02768957
u2r,3,flag,7,S3,0.00000000,0.00081705,1.02768957
u2r,3,flag,8,SF,0.44500000,0.94064572,1.02768957
u2r,3,flag,9,SH,0.00000000,0.00003246,1.02768957
u2r,3,flag,10,UNKNOWN,0.00000000,0.00000000,1.02768957
u2r,4,src_bytes,0,[-inf;129),0.62500000,0.25267733,0.74464533
u2r,4,src_bytes,1,[129;233),0.06500000,0.25069135,0.74464533
u2r,4,src_bytes,2,[233;324),0.12000000,0.24905160,0.74464533
u2r,4,src_bytes,3,[324;+inf),0.19000000,0.24757972,0.74464533
u2r,5,dst_bytes,0,[-inf;105),0.65500000,0.26871615,0.77256770
u2r,5,dst_bytes,1,[105;379),0.03000000,0.23333300,0.77256770
u2r,5,dst_bytes,2,[379;2.06e+03),0.13500000,0.24460505,0.77256770
u2r,5,dst_bytes,3,[2.06e+03;+inf),0.18000000,0.25334580,0.77256770
u2r,6,land,0,0 (normal),1.00000000,0.99992877,0.00014246
u2r,6,land,1,different,0.00000000,0.00007123,0.00014246
u2r,7,wrong_fragment,0,0 (normal),1.00000000,1.00000000,0.00000000
u2r,7,wrong_fragment,1,different,0.00000000,0.00000000,0.00000000
u2r,8,urgent,0,0 (normal),0.95500000,0.99984869,0.08969738
u2r,8,urgent,1,different,0.04500000,0.00015131,0.08969738
u2r,9,hot,0,0 (normal),0.77000000,0.98312136,0.42624271
u2r,9,hot,1,different,0.23000000,0.01687864,0.42624271
u2r,10,num_failed_logins,0,0 (normal),0.98500000,0.99881718,0.02763436
u2r,10,num_failed_logins,1,different,0.01500000,0.00118282,0.02763436
u2r,11,logged_in,0,0,0.73000000,0.28872042,0.88255915
u2r,11,logged_in,1,1,0.27000000,0.71127958,0.88255915
u2r,11,logged_in,2,OTHER,0.00000000,0.00000000,0.88255915
u2r,12,num_compromised,0,0 (normal),0.84000000,0.99341555,0.30683109
u2r,12,num_compromised,1,different,0.16000000,0.00658445,0.30683109
u2r,13,root_shell,0,0 (normal),0.85500000,0.99764278,0.28528557
u2r,13,root_shell,1,different,0.14500000,0.00235722,0.28528557
u2r,14,su_attempted,0,0 (normal),0.99500000,0.99848921,0.00697842
u2r,14,su_attempted,1,different,0.00500000,0.00151079,0.00697842
u2r,15,num_root,0,0 (normal),0.88000000,0.99078568,0.22157136
u2r,15,num_root,1,different,0.12000000,0.00921432,0.22157136
u2r,16,num_file_creations,0,0 (normal),0.85000000,0.99618878,0.29237756
u2r,16,num_file_creations,1,different,0.15000000,0.00381122,0.29237756
u2r,17,num_shells,0,0 (normal),0.91500000,0.99958666,0.16917332
u2r,17,num_shells,1,different,0.08500000,0.00041334,0.16917332
u2r,18,num_access_files,0,0 (normal),0.95500000,0.99435119,0.07870237
u2r,18,num_access_files,1,different,0.04500000,0.00564881,0.07870237
u2r,19,is_host_login,0,0 (normal),0.98000000,0.99999422,0.03998843
u2r,19,is_host_login,1,different,0.02000000,0.00000578,0.03998843
u2r,20,is_guest_login,0,0 (normal),1.00000000,0.98839918,0.02320165
u2r,20,is_guest_login,1,different,0.00000000,0.01160082,0.02320165
u2r,21,count,0,[-inf;1),0.85000000,0.31254287,1.07491425
u2r,21,count,1,[1;4),0.15000000,0.20974292,1.07491425
u2r,21,count,2,[4;14),0.00000000,0.24730050,1.07491425
u2r,21,count,3,[14;+inf),0.00000000,0.23041371,1.07491425
u2r,22,srv_count,0,[-inf;2),0.99500000,0.37283893,1.24432215
u2r,22,srv_count,1,[2;5),0.00500000,0.13670224,1.24432215
u2r,22,srv_count,2,[5;18),0.00000000,0.25396186,1.24432215
u2r,22,srv_count,3,[18;+inf),0.00000000,0.23649698,1.24432215
u2r,23,serror_rate,0,0 (normal),1.00000000,0.96456147,0.07087707
u2r,23,serror_rate,1,different,0.00000000,0.03543853,0.07087707
u2r,24,srv_serror_rate,0,0 (normal),1.00000000,0.96283880,0.07432239
u2r,24,srv_serror_rate,1,different,0.00000000,0.03716120,0.07432239
u2r,25,rerror_rate,0,0 (normal),0.43500000,0.95346046,1.03692092
u2r,25,rerror_rate,1,different,0.56500000,0.04653954,1.03692092
u2r,26,srv_rerror_rate,0,[-inf;0),0.43500000,0.94736997,1.02473995
u2r,26,srv_rerror_rate,1,[0;+inf),0.56500000,0.05263003,1.02473995
u2r,27,same_srv_rate,0,[-inf;1),1.00000000,1.00000000,0.00000000
u2r,27,same_srv_rate,1,[1;+inf),0.00000000,0.00000000,0.00000000
u2r,28,diff_srv_rate,0,[-inf;0),0.91000000,0.93273452,0.04546904
u2r,28,diff_srv_rate,1,[0;+inf),0.09000000,0.06726548,0.04546904
u2r,29,srv_diff_host_rate,0,[-inf;0.11),0.99500000,0.75084988,0.48830023
u2r,29,srv_diff_host_rate,1,[0.11;+inf),0.00500000,0.24915012,0.48830023
u2r,30,dst_host_count,0,[-inf;40),0.13500000,0.25004872,0.29440318
u2r,30,dst_host_count,1,[40;156),0.21500000,0.24715288,0.29440318
u2r,30,dst_host_count,2,[156;+inf),0.65000000,0.50279841,0.29440318
u2r,31,dst_host_srv_count,0,[-inf;121),0.98000000,0.25374521,1.45250959
u2r,31,dst_host_srv_count,1,[121;+inf),0.02000000,0.74625479,1.45250959
u2r,32,dst_host_same_srv_rate,0,[-inf;0.75),0.95500000,0.25520847,1.39958306
u2r,32,dst_host_same_srv_rate,1,[0.75;+inf),0.04500000,0.74479153,1.39958306
u2r,33,dst_host_diff_srv_rate,0,[-inf;0.02),0.57500000,0.78171840,0.41343680
u2r,33,dst_host_diff_srv_rate,1,[0.02;+inf),0.42500000,0.21828160,0.41343680
u2r,34,dst_host_same_src_port_rate,0,[-inf;0.01),0.77500000,0.55503900,0.43992200
u2r,34,dst_host_same_src_port_rate,1,[0.01;0.08),0.09500000,0.20802739,0.43992200
u2r,34,dst_host_same_src_port_rate,2,[0.08;+inf),0.13000000,0.23693361,0.43992200
u2r,35,dst_host_srv_diff_host_rate,0,[-inf;0.03),0.95000000,0.79565220,0.30869560
u2r,35,dst_host_srv_diff_host_rate,1,[0.03;+inf),0.05000000,0.20434780,0.30869560
u2r,36,dst_host_serror_rate,0,[-inf;0),0.92000000,0.91052463,0.01895075
u2r,36,dst_host_serror_rate,1,[0;+inf),0.08000000,0.08947537,0.01895075
u2r,37,dst_host_srv_serror_rate,0,[-inf;0),0.95500000,0.91876830,0.07246340
u2r,37,dst_host_srv_serror_rate,1,[0;+inf),0.04500000,0.08123170,0.07246340
u2r,38,dst_host_rerror_rate,0,[-inf;0),0.26000000,0.89480485,1.26960970
u2r,38,dst_host_rerror_rate,1,[0;+inf),0.74000000,0.10519515,1.26960970
u2r,39,dst_host_srv_rerror_rate,0,[-inf;0),0.29500000,0.91252278,1.23504556
u2r,39,dst_host_srv_rerror_rate,1,[0;+inf),0.70500000,0.08747722,1.23504556
